members,member_coin_compositions,member_signatures,survival_rate,compensation_ratio,avg_return,avg_correlation,score,sample_count,بازه_زمانی_شروع,بازه_زمانی_پایان,تعداد_روز_فعال,تعداد_روز_کل_بازه,ریسک_به_ریوارد_کلی,ریسک_به_ریوارد_ماه‌های_سوده,ریسک_به_ریوارد_ماه‌های_ضررده,میانگین_سود_ماهانه,انحراف_معیار_سود_ماهانه,بهترین_ماه_درصد,بدترین_ماه_درصد,درصد_ماه‌های_سودده,میانگین_سود_در_ماه‌های_سودده,میانگین_ضرر_در_ماه‌های_ضررده,بیشترین_ضرر_متوالی_ماهانه,میانگین_تعداد_دوره_در_ماه,انحراف_معیار_تعداد_دوره,حداکثر_افت_سرمایه_درصد,مدت_بازگشت_از_افت_ماه,حداکثر_ضرر_متوالی_درصد
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']",68.04123711340206,0.9299644690090818,4.4439862542955435,0.14327484204703253,61.39570250091714,97,2018-06-13,2026-06-17,8382,2927,1.271984806458459,1.271984806458459,1.271984806458459,4.4439862542955435,12.050472123062155,32.36666666666674,-36.2666666666666,68.04123711340206,10.355050505050517,-8.140860215053754,4,1,0.0,65.7666666666666,10,-65.7666666666666
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_5_0_simple_hybrid_none_volatile_fixed']","['BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_5_0_simple_hybrid_none_volatile_fixed']",68.04123711340206,0.9806463735437808,4.176632302405501,0.19130268360384975,61.074236562857294,97,2018-06-13,2026-06-17,10976,2927,1.3769914658344418,1.3769914658344418,1.3769914658344418,4.176632302405501,10.795709415374901,34.50000000000005,-30.999999999999954,68.04123711340206,9.31616161616162,-6.765591397849462,5,1,0.0,56.833333333333314,11,-56.83333333333331
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']","['BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']",68.04123711340206,0.9381910972497876,4.169072164948456,0.16299653233431508,61.149885934762516,97,2018-06-13,2026-06-17,8382,2927,1.371907805093366,1.371907805093366,1.371907805093366,4.169072164948456,10.616825011271946,31.733333333333377,-29.966666666666622,68.04123711340206,9.317171717171721,-6.791397849462366,5,1,0.0,56.6333333333333,11,-56.63333333333331
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+XRPUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT+XRPUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+XRPUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']",68.04123711340206,0.9376342375308264,4.443986254295543,0.13758641683080383,61.5180822828371,97,2018-06-13,2026-06-17,8382,2927,1.3030240669834605,1.3030240669834605,1.3030240669834605,4.443986254295543,12.0545716569749,32.000000000000064,-35.06666666666662,68.04123711340206,10.212626262626275,-7.837634408602144,6,1,0.0,65.39999999999989,10,-65.39999999999989
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']",68.04123711340206,0.9827712312068277,4.499312714776642,0.0988794914228282,62.30490768651781,97,2018-06-13,2026-06-17,8382,2927,1.413488010863704,1.413488010863704,1.413488010863704,4.499312714776642,11.912789753366084,35.33333333333339,-37.166666666666615,68.04123711340206,9.903535353535366,-7.006451612903223,6,1,0.0,72.63333333333324,11,-72.63333333333325
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']","['BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+SOLUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']",68.04123711340206,0.9381910972497876,4.169072164948456,0.16299653233431508,61.149885934762516,97,2018-06-13,2026-06-17,8382,2927,1.371907805093366,1.371907805093366,1.371907805093366,4.169072164948456,10.616825011271946,31.733333333333377,-29.966666666666622,68.04123711340206,9.317171717171721,-6.791397849462366,5,1,0.0,56.6333333333333,11,-56.63333333333331
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT+SOLUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_5_0_simple_hybrid_none_volatile_fixed']","['BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+SOLUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_5_0_simple_hybrid_none_volatile_fixed']",68.04123711340206,0.9806463735437808,4.176632302405501,0.19130268360384975,61.074236562857294,97,2018-06-13,2026-06-17,10976,2927,1.3769914658344418,1.3769914658344418,1.3769914658344418,4.176632302405501,10.795709415374901,34.50000000000005,-30.999999999999954,68.04123711340206,9.31616161616162,-6.765591397849462,5,1,0.0,56.833333333333314,11,-56.83333333333331
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_5_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_5_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.8601217038539558,4.789690721649488,0.22123015873015872,59.985378311262,97,2018-06-13,2026-06-17,11052,2927,1.315187911662147,1.315187911662147,1.315187911662147,4.789690721649488,12.873175311929998,39.03333333333335,-36.06666666666663,68.04123711340206,10.950000000000005,-8.325806451612904,5,1,0.0,93.89999999999998,15,-93.89999999999996
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_5_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_5_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT_post_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.8601217038539558,4.789690721649488,0.22123015873015872,59.985378311262,97,2018-06-13,2026-06-17,11052,2927,1.315187911662147,1.315187911662147,1.315187911662147,4.789690721649488,12.873175311929998,39.03333333333335,-36.06666666666663,68.04123711340206,10.950000000000005,-8.325806451612904,5,1,0.0,93.89999999999998,15,-93.89999999999996
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_5_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_5_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.9787296321592345,4.194501718213056,0.14522529441884283,61.64193381445368,97,2018-06-13,2026-06-17,11052,2927,1.3848001160850312,1.3848001160850312,1.3848001160850312,4.194501718213056,10.257994488956975,31.600000000000037,-17.199999999999996,68.04123711340206,9.328787878787878,-6.736559139784951,5,1,0.0,55.20000000000002,10,-55.200000000000045
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_15_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_15_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.8121060287700023,4.499312714776637,0.1899321556579621,59.9792626273881,97,2018-06-13,2026-06-17,7550,2927,1.2707575954938213,1.2707575954938213,1.2707575954938213,4.499312714776637,12.39744408711284,37.966666666666676,-29.366666666666635,68.04123711340206,10.489898989898997,-8.25483870967742,5,1,0.0,74.36666666666665,8,-72.36666666666665
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_15_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_15_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.8121060287700023,4.499312714776637,0.1899321556579621,59.9792626273881,97,2018-06-13,2026-06-17,7550,2927,1.2707575954938213,1.2707575954938213,1.2707575954938213,4.499312714776637,12.39744408711284,37.966666666666676,-29.366666666666635,68.04123711340206,10.489898989898997,-8.25483870967742,5,1,0.0,74.36666666666665,8,-72.36666666666665
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_15_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_post_30.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_15_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_post_30.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.8121060287700023,4.499312714776637,0.1899321556579621,59.9792626273881,97,2018-06-13,2026-06-17,7550,2927,1.2707575954938213,1.2707575954938213,1.2707575954938213,4.499312714776637,12.39744408711284,37.966666666666676,-29.366666666666635,68.04123711340206,10.489898989898997,-8.25483870967742,5,1,0.0,74.36666666666665,8,-72.36666666666665
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT+SOLUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed']",68.04123711340206,0.9827712312068277,4.499312714776642,0.0988794914228282,62.30490768651781,97,2018-06-13,2026-06-17,8382,2927,1.413488010863704,1.413488010863704,1.413488010863704,4.499312714776642,11.912789753366084,35.33333333333339,-37.166666666666615,68.04123711340206,9.903535353535366,-7.006451612903223,6,1,0.0,72.63333333333324,11,-72.63333333333325
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+XRPUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_5_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+XRPUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+XRPUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_5_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.8668687982359433,4.1405498281787,0.2544588329342085,59.50731840394711,97,2018-06-13,2026-06-17,10976,2927,1.244954337899545,1.244954337899545,1.244954337899545,4.140549828178699,11.424966799129296,37.16666666666672,-27.03333333333332,68.04123711340206,9.77222222222223,-7.849462365591394,4,1,0.0,47.99999999999996,5,-46.99999999999996
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.9268593083846528,4.188316151202753,0.160244218510941,61.11272299131875,97,2018-06-13,2026-06-17,8382,2927,1.3803979984380885,1.3803979984380885,1.3803979984380885,4.188316151202754,10.71477221163173,34.56666666666672,-26.633333333333326,68.04123711340206,9.330303030303037,-6.759139784946237,4,1,0.0,56.39999999999998,10,-56.39999999999998
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT+XRPUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_10_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.8214962937424596,4.146391752577328,0.17354916017860014,60.18646385183175,97,2018-06-13,2026-06-17,8382,2927,1.2468998819794235,1.2468998819794235,1.2468998819794235,4.146391752577328,11.325115031609643,32.500000000000064,-29.93333333333331,68.04123711340206,9.776767676767685,-7.840860215053755,4,1,0.0,49.333333333333286,10,-49.333333333333286
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+XRPUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_5_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+XRPUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+XRPUSDT_post_30.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_5_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.8668687982359433,4.1405498281787,0.2544588329342085,59.50731840394711,97,2018-06-13,2026-06-17,10976,2927,1.244954337899545,1.244954337899545,1.244954337899545,4.140549828178699,11.424966799129296,37.16666666666672,-27.03333333333332,68.04123711340206,9.77222222222223,-7.849462365591394,4,1,0.0,47.99999999999996,5,-46.99999999999996
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_5_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_5_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT_post_10.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.8601217038539558,4.789690721649488,0.22123015873015872,59.985378311262,97,2018-06-13,2026-06-17,11052,2927,1.315187911662147,1.315187911662147,1.315187911662147,4.789690721649488,12.873175311929998,39.03333333333335,-36.06666666666663,68.04123711340206,10.950000000000005,-8.325806451612904,5,1,0.0,93.89999999999998,15,-93.89999999999996
"['B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT+SOLUSDT_5_0_simple_hybrid_none_volatile_fixed', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'B4Ic14-30-57_TLpP5-mT3-pR0005_BrT012_LadLine_BufOff_1h‖BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']","['BTCUSDT+ETHUSDT+SOLUSDT', 'BTCUSDT+ETHUSDT', 'BTCUSDT+ETHUSDT']","['BTCUSDT+ETHUSDT+SOLUSDT_5_0_simple_hybrid_none_volatile_fixed', 'BTCUSDT+ETHUSDT_post_15.0_simple_hybrid_none_volatile_FOMC', 'BTCUSDT+ETHUSDT_pre_5.0_simple_hybrid_none_volatile_FOMC']",68.04123711340206,0.8601217038539558,4.789690721649488,0.22123015873015872,59.985378311262,97,2018-06-13,2026-06-17,11052,2927,1.315187911662147,1.315187911662147,1.315187911662147,4.789690721649488,12.873175311929998,39.03333333333335,-36.06666666666663,68.04123711340206,10.950000000000005,-8.325806451612904,5,1,0.0,93.89999999999998,15,-93.89999999999996
