آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.0,1,CPI m/m,Bad,6,2,4,33.3,66.7,0.5,2018-02-01_2018-03-02|2019-03-21_2019-04-19|2019-10-31_2019-11-29|2023-12-14_2024-01-12|2024-02-01_2024-03-01|2024-09-19_2024-10-18
0.0,1,CPI m/m,Good,8,6,2,75.0,25.0,3.0,2018-09-27_2018-10-26|2019-09-19_2019-10-18|2023-03-23_2023-04-21|2023-06-15_2023-07-14|2023-11-02_2023-12-01|2024-05-02_2024-05-31|2024-06-13_2024-07-12|2025-05-08_2025-06-06
0.0,1,CPI m/m,Neutral,6,3,3,50.0,50.0,1.0,2020-09-17_2020-10-16|2022-12-15_2023-01-13|2023-07-27_2023-08-25|2024-08-01_2024-08-30|2024-12-19_2025-01-17|2025-06-19_2025-07-18
0.1,1,CPI m/m,Bad,3,0,3,0.0,100.0,0.0,2018-02-01_2018-03-02|2019-03-21_2019-04-19|2019-10-31_2019-11-29
0.1,1,CPI m/m,Neutral,15,9,6,60.0,40.0,1.5,2018-09-27_2018-10-26|2019-09-19_2019-10-18|2020-09-17_2020-10-16|2022-12-15_2023-01-13|2023-03-23_2023-04-21|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2023-11-02_2023-12-01|2023-12-14_2024-01-12|2024-02-01_2024-03-01|2024-08-01_2024-08-30|2024-09-19_2024-10-18|2024-12-19_2025-01-17|2025-05-08_2025-06-06|2025-06-19_2025-07-18
0.1,1,CPI m/m,Good,2,2,0,100.0,0.0,inf,2024-05-02_2024-05-31|2024-06-13_2024-07-12
0.2,1,CPI m/m,Neutral,20,11,9,55.0,45.0,1.22,2018-02-01_2018-03-02|2018-09-27_2018-10-26|2019-03-21_2019-04-19|2019-09-19_2019-10-18|2019-10-31_2019-11-29|2020-09-17_2020-10-16|2022-12-15_2023-01-13|2023-03-23_2023-04-21|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2023-11-02_2023-12-01|2023-12-14_2024-01-12|2024-02-01_2024-03-01|2024-05-02_2024-05-31|2024-06-13_2024-07-12|2024-08-01_2024-08-30|2024-09-19_2024-10-18|2024-12-19_2025-01-17|2025-05-08_2025-06-06|2025-06-19_2025-07-18
0.3,1,CPI m/m,Neutral,20,11,9,55.0,45.0,1.22,2018-02-01_2018-03-02|2018-09-27_2018-10-26|2019-03-21_2019-04-19|2019-09-19_2019-10-18|2019-10-31_2019-11-29|2020-09-17_2020-10-16|2022-12-15_2023-01-13|2023-03-23_2023-04-21|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2023-11-02_2023-12-01|2023-12-14_2024-01-12|2024-02-01_2024-03-01|2024-05-02_2024-05-31|2024-06-13_2024-07-12|2024-08-01_2024-08-30|2024-09-19_2024-10-18|2024-12-19_2025-01-17|2025-05-08_2025-06-06|2025-06-19_2025-07-18
0.0,1,Core CPI m/m,Bad,3,1,2,33.3,66.7,0.5,2018-02-01_2018-03-02|2024-02-01_2024-03-01|2024-09-19_2024-10-18
0.0,1,Core CPI m/m,Good,9,6,3,66.7,33.3,2.0,2018-09-27_2018-10-26|2019-03-21_2019-04-19|2019-09-19_2019-10-18|2023-06-15_2023-07-14|2023-11-02_2023-12-01|2024-06-13_2024-07-12|2024-12-19_2025-01-17|2025-05-08_2025-06-06|2025-06-19_2025-07-18
